,gas/electric,livingroom,bedrooms,bathrooms,city,where,languages,house/building,storage?,furnished?,AC,accessible?,Elevator,parking,pets,smoke,price,rent length,public transpo,near construction,loud neighborhood,phone number,name
2066,0,1,1,1.0,1,Jerusalem,0,1,1,1,1,0,0,0,0,0,1500,3,1,1,1,112066,owner2066
2067,1,1,1,1.0,1,Ariel,0,1,1,1,1,0,0,0,0,1,1500,3,1,1,1,112067,owner2067
2068,1,0,1,1.0,0,North,EN,1,1,1,1,0,1,1,1,0,2000,3,0,1,1,112068,owner2068
2069,0,0,1,1.0,0,Yehuda And Shomron,EN,1,1,1,1,0,1,1,1,0,2000,3,1,1,1,112069,owner2069
2070,0,1,1,1.0,1,Tel Aviv,FR,1,1,1,1,0,0,1,0,0,1500,3,1,1,1,112070,owner2070
2071,0,1,2,1.0,0,Yehuda And Shomron,AM,1,1,1,1,1,1,0,0,0,3500,3,1,1,1,112071,owner2071
2072,0,1,1,1.0,1,Ariel,FR,1,1,1,0,1,1,0,0,0,2000,3,1,1,1,112072,owner2072
2073,0,1,1,1.0,1,Ariel,AM,1,1,1,0,0,0,0,0,0,1500,3,1,1,1,112073,owner2073
2074,1,0,2,1.0,0,Yehuda And Shomron,AM,0,0,1,1,0,1,1,1,0,3500,3,1,1,1,112074,owner2074
2075,1,1,1,1.0,1,Tel Aviv,EN,0,1,1,1,0,0,0,0,0,1500,3,1,1,1,112075,owner2075
2076,0,1,1,1.0,1,Merkaz,AR,0,1,1,1,0,0,0,0,0,1500,3,1,1,1,112076,owner2076
2077,1,0,1,1.0,0,North,RU,1,1,1,1,0,1,1,1,0,2000,3,0,1,1,112077,owner2077
2078,1,1,1,1.0,1,Ariel,AM,1,1,1,1,0,0,0,0,0,1500,3,1,1,1,112078,owner2078
2079,1,1,1,1.0,1,Tel Aviv,0,1,1,1,1,0,0,1,0,0,1500,3,1,1,1,112079,owner2079
2080,1,1,1,1.0,0,Yehuda And Shomron,0,1,1,1,1,0,0,0,0,0,1200,3,1,1,1,112080,owner2080
2081,1,0,2,1.0,1,Ariel,EN,1,1,1,0,0,1,0,1,1,3000,3,1,1,1,112081,owner2081
2082,1,0,2,1.0,1,Ariel,EN,1,1,1,0,0,1,0,1,1,3000,3,1,1,1,112082,owner2082
2083,1,1,1,1.0,1,Merkaz,FR,1,1,1,1,1,1,0,0,1,2000,3,1,1,1,112083,owner2083
2084,0,1,2,1.0,1,Ariel,FR,1,0,1,1,0,0,0,0,0,3000,3,1,1,1,112084,owner2084
2085,1,1,1,1.0,1,Tel Aviv,FR,1,1,1,1,0,0,0,0,1,1500,3,1,1,1,112085,owner2085
2086,0,1,1,1.0,0,Yehuda And Shomron,0,1,0,1,1,1,1,0,0,0,2000,3,1,1,1,112086,owner2086
2087,0,1,1,1.0,1,Merkaz,0,1,1,1,1,0,0,0,0,0,1500,3,1,1,1,112087,owner2087
2088,1,0,1,1.0,0,South,EN,1,1,1,1,0,1,1,1,0,2000,6,0,1,0,112088,owner2088
2089,0,1,1,1.0,1,Merkaz,0,1,1,1,1,1,1,0,0,1,2000,6,1,1,0,112089,owner2089
2090,0,1,2,1.0,1,Tel Aviv,0,1,1,1,1,1,1,0,0,0,2500,6,1,1,0,112090,owner2090
2091,1,1,1,1.0,1,Ariel,0,1,1,1,0,0,0,0,0,0,1500,6,1,1,0,112091,owner2091
2092,1,1,1,1.0,1,Ariel,FR,1,1,1,1,1,1,1,0,0,2000,6,1,1,0,112092,owner2092
2093,1,1,1,1.0,1,Tel Aviv,FR,1,1,1,1,1,1,0,0,0,2000,6,1,1,0,112093,owner2093
2094,0,1,1,1.0,1,Merkaz,0,1,1,1,0,1,1,1,0,0,2000,6,1,1,0,112094,owner2094
2095,0,0,1,1.0,0,North,EN,1,1,1,0,0,1,1,1,0,2000,6,0,1,0,112095,owner2095
2096,1,1,1,1.0,1,Tel Aviv,FR,1,1,1,1,1,1,0,0,0,2000,6,1,1,0,112096,owner2096
2097,1,1,1,1.0,1,Tel Aviv,0,1,1,1,1,0,0,1,0,0,1500,6,1,1,0,112097,owner2097
2098,1,1,4,2.0,1,Ariel,0,1,1,1,1,1,1,0,0,0,12800,6,1,1,0,112098,owner2098
2099,1,0,1,1.0,0,North,EN,1,1,1,1,0,0,1,1,0,1200,6,0,1,0,112099,owner2099
2100,1,1,1,1.0,0,Yehuda And Shomron,0,1,1,1,1,1,1,0,0,0,2000,6,1,1,0,112100,owner2100
2101,1,1,1,1.0,1,Ariel,0,1,1,1,1,1,1,1,0,0,2000,6,1,1,0,112101,owner2101
2102,0,1,1,1.0,1,Ariel,0,1,1,1,0,1,1,0,0,0,2000,6,1,1,0,112102,owner2102
2103,1,1,1,1.0,1,Merkaz,0,1,1,1,1,1,1,1,0,0,2000,6,1,1,0,112103,owner2103
2104,1,1,1,1.0,0,South,0,1,0,1,1,0,0,0,0,0,1200,6,0,1,0,112104,owner2104
2105,0,1,1,1.0,1,Ariel,AR,1,1,1,0,0,0,0,0,0,1500,6,1,1,0,112105,owner2105
2106,0,1,1,1.0,1,Ariel,AR,1,1,1,0,0,0,0,0,1,1500,6,1,1,1,112106,owner2106
2107,0,1,1,1.0,1,Tel Aviv,FR,1,1,1,0,0,0,0,0,0,1500,6,1,1,1,112107,owner2107
2108,1,1,2,1.0,1,Merkaz,FR,1,1,1,1,1,1,0,0,0,3500,6,1,1,1,112108,owner2108
2109,0,1,1,1.0,1,Merkaz,FR,1,0,0,0,1,1,0,0,1,2000,6,1,1,1,112109,owner2109
2110,0,1,2,1.0,1,Ariel,0,1,1,1,1,1,1,0,0,0,3000,6,1,1,1,112110,owner2110
2111,0,1,1,1.0,1,Merkaz,FR,1,1,1,0,0,0,0,0,0,1500,6,1,1,1,112111,owner2111
2112,1,1,1,1.5,1,Ariel,FR,1,1,1,1,1,1,0,0,0,2200,6,1,1,1,112112,owner2112
2113,1,1,1,1.0,1,Ariel,FR,1,1,0,1,0,0,0,0,1,1500,6,1,1,1,112113,owner2113
2114,0,1,1,1.0,1,Ariel,AM,1,1,1,0,1,1,0,0,0,2000,6,1,1,1,112114,owner2114
2115,0,0,3,1.0,0,South,EN,1,1,1,0,0,0,0,1,0,3600,6,0,1,1,112115,owner2115
2116,0,0,2,1.0,0,North,EN,1,1,1,1,0,0,0,1,0,2400,6,0,1,1,112116,owner2116
2117,0,1,2,1.0,1,Tel Aviv,0,1,1,1,1,0,0,0,0,0,3000,6,1,1,1,112117,owner2117
2118,0,1,1,1.0,0,North,0,1,1,1,1,0,0,0,0,0,1200,6,0,1,1,112118,owner2118
2119,0,1,1,1.0,1,Ariel,FR,1,1,1,1,0,0,0,0,0,1500,6,1,1,1,112119,owner2119
2120,0,1,2,1.0,1,Merkaz,0,1,1,1,1,0,0,0,0,0,3000,6,1,1,1,112120,owner2120
2121,0,1,1,1.0,1,Tel Aviv,0,1,0,1,1,0,0,0,0,0,1500,6,1,1,1,112121,owner2121
2122,1,0,1,1.0,0,Yehuda And Shomron,RU,1,1,1,1,0,0,0,1,0,1200,6,1,1,1,112122,owner2122
2123,1,1,2,1.0,1,Ariel,FR,1,1,1,1,1,1,1,0,0,3000,6,1,1,1,112123,owner2123
2124,0,1,1,1.0,1,Ariel,0,1,1,1,1,0,0,0,0,0,1500,6,1,1,1,112124,owner2124
2125,1,1,2,1.0,1,Tel Aviv,AM,1,1,1,0,0,0,0,0,0,3000,6,1,1,1,112125,owner2125
2126,0,1,1,1.0,1,Ariel,FR,1,1,1,0,1,1,0,0,0,2000,6,1,1,1,112126,owner2126
2127,0,1,2,1.0,1,Tel Aviv,FR,1,1,1,1,1,1,1,0,0,2500,6,1,1,0,112127,owner2127
2128,1,0,1,1.0,0,North,RU,1,1,1,1,0,1,1,1,0,2000,1,0,1,0,112128,owner2128
2129,1,1,1,1.0,1,Merkaz,0,1,1,1,1,0,0,0,0,1,1500,1,1,1,0,112129,owner2129
2130,0,1,1,1.0,1,Ariel,AM,1,1,1,1,0,0,1,0,0,1500,1,1,1,0,112130,owner2130
2131,0,1,1,1.0,1,Ariel,0,1,1,1,1,1,1,0,0,0,2000,1,1,1,0,112131,owner2131
2132,0,1,1,1.0,1,Ariel,0,1,0,1,1,1,1,0,0,0,2000,1,1,1,0,112132,owner2132
2133,1,1,2,1.0,1,Tel Aviv,AM,1,1,1,1,0,0,0,0,0,3000,1,1,1,0,112133,owner2133
2134,1,0,2,1.0,1,Ariel,EN,1,1,1,0,0,1,0,1,1,3000,1,1,1,0,112134,owner2134
2135,1,0,1,1.0,0,North,EN,1,1,1,1,0,0,0,1,0,1200,1,0,1,0,112135,owner2135
2136,1,0,3,1.0,0,South,EN,1,1,1,1,0,0,0,1,0,3600,1,0,1,0,112136,owner2136
2137,0,1,2,1.0,1,Merkaz,AM,1,0,1,0,1,1,0,0,0,3500,1,1,1,0,112137,owner2137
2138,1,1,1,1.5,1,Tel Aviv,FR,1,1,1,1,0,0,0,0,0,1750,1,1,0,0,112138,owner2138
2139,0,1,1,1.0,1,Ariel,AM,1,1,0,0,1,1,0,0,0,2000,1,1,0,0,112139,owner2139
2140,0,1,2,1.0,1,Tel Aviv,0,1,1,1,1,0,0,0,0,0,3000,1,1,0,0,112140,owner2140
2141,0,1,1,1.0,0,Otef Azza,FR,1,1,1,1,1,1,0,0,0,2000,1,0,0,0,112141,owner2141
2142,1,1,1,1.0,1,Tel Aviv,0,1,1,1,1,1,1,1,0,0,2000,1,1,0,0,112142,owner2142
2143,0,1,2,1.0,0,Yehuda And Shomron,AM,1,1,1,1,1,1,0,0,0,3500,1,1,0,0,112143,owner2143
2144,0,1,2,1.0,1,Ariel,FR,1,1,1,1,0,0,0,0,1,3000,3,1,0,0,112144,owner2144
2145,0,1,1,1.0,1,Ariel,0,1,1,1,0,1,1,0,0,1,2000,3,1,0,0,112145,owner2145
2146,1,1,1,1.0,1,Ariel,AM,1,1,1,1,1,1,0,0,0,2000,3,1,0,0,112146,owner2146
2147,1,1,1,1.0,1,Merkaz,AM,1,1,1,1,1,1,0,0,1,2000,3,1,0,0,112147,owner2147
2148,0,1,1,1.0,1,Merkaz,FR,1,1,1,1,0,0,0,0,0,1500,3,1,0,0,112148,owner2148
2149,1,1,1,1.0,1,Ariel,FR,1,1,1,1,1,1,0,0,0,2000,3,1,0,0,112149,owner2149
2150,0,1,1,1.0,1,Ariel,0,1,0,1,1,1,1,0,0,0,2000,3,1,0,0,112150,owner2150
2151,0,1,1,1.0,1,Ariel,FR,1,1,1,1,1,1,0,0,0,2000,3,1,0,0,112151,owner2151
2152,0,0,1,1.0,0,Yehuda And Shomron,EN,1,1,1,1,0,1,0,1,1,2000,3,1,0,0,112152,owner2152
2153,0,1,1,1.0,1,Ariel,0,1,1,1,1,0,0,1,0,0,1500,3,1,0,0,112153,owner2153
2154,0,1,3,1.0,1,Tel Aviv,0,1,1,1,1,1,1,0,0,0,7500,3,1,0,0,112154,owner2154
2155,0,1,2,1.0,1,Tel Aviv,AM,1,1,1,0,1,1,1,0,0,2500,3,1,0,0,112155,owner2155
2156,0,1,1,1.0,1,Tel Aviv,0,1,1,0,0,1,1,0,0,1,2000,3,1,0,0,112156,owner2156
2157,1,1,1,1.0,1,Ariel,0,1,1,1,1,1,1,1,0,0,2000,3,1,0,0,112157,owner2157
2158,0,1,1,1.0,1,Ariel,0,1,0,1,0,0,0,0,0,0,1500,3,1,0,0,112158,owner2158
2159,1,1,1,1.0,1,Merkaz,FR,1,0,1,0,0,0,0,0,0,1500,3,1,0,0,112159,owner2159
2160,1,1,1,1.0,1,Jerusalem,FR,1,1,1,1,1,1,0,0,0,2000,3,1,0,0,112160,owner2160
2161,1,1,2,1.0,1,Ariel,SP,1,1,1,0,1,1,1,0,0,3000,3,1,0,0,112161,owner2161
2162,1,1,1,1.0,1,Merkaz,AM,1,1,1,1,1,1,0,0,1,2000,3,1,0,0,112162,owner2162
2163,0,0,1,1.0,0,North,EN,1,1,1,1,0,1,1,1,0,2000,3,0,0,0,112163,owner2163
2164,0,1,2,1.0,1,Ariel,FR,1,1,0,1,1,1,0,0,1,3000,3,1,0,0,112164,owner2164
2165,1,1,1,1.0,1,Tel Aviv,FR,1,1,0,1,0,0,0,0,0,1500,3,1,0,0,112165,owner2165
2166,1,1,1,1.0,1,Jerusalem,FR,1,1,1,1,1,1,0,0,0,2000,3,1,0,0,112166,owner2166
2167,0,1,1,1.0,1,Tel Aviv,0,1,1,1,1,1,1,1,0,0,2000,3,1,0,0,112167,owner2167
2168,0,0,1,1.0,0,Yehuda And Shomron,EN,1,1,1,1,0,1,1,1,1,2000,3,1,0,0,112168,owner2168
2169,1,1,1,1.0,1,Ariel,0,1,1,0,0,1,1,0,0,0,2000,3,1,0,0,112169,owner2169
2170,0,0,2,1.0,0,South,EN,1,1,1,1,0,1,1,1,0,4000,3,0,0,0,112170,owner2170
2171,1,1,1,1.0,1,Merkaz,AM,1,1,1,1,1,1,0,0,0,2000,3,1,0,0,112171,owner2171
2172,1,1,2,1.0,1,Jerusalem,0,1,1,1,1,0,0,0,0,0,3000,3,1,0,0,112172,owner2172
2173,0,1,1,1.0,1,Ariel,FR,1,1,1,1,1,1,1,0,0,2000,3,1,0,0,112173,owner2173
2174,0,1,2,1.0,0,Yehuda And Shomron,FR,1,0,1,1,1,1,0,0,0,3500,6,1,0,0,112174,owner2174
2175,0,1,1,1.0,1,Ariel,FR,1,1,1,1,1,1,0,0,0,2000,6,1,0,0,112175,owner2175
2176,0,1,1,1.0,1,Tel Aviv,FR,1,1,1,1,1,1,0,0,0,2000,6,1,0,0,112176,owner2176
2177,0,1,2,1.0,1,Jerusalem,FR,1,1,1,1,0,0,0,0,0,3000,6,1,0,0,112177,owner2177
2178,0,1,1,1.0,1,Ariel,FR,1,0,0,0,0,0,0,0,0,1500,6,1,1,0,112178,owner2178
2179,0,1,1,1.0,1,Ariel,AM,1,1,1,1,1,1,0,0,0,2000,6,1,1,0,112179,owner2179
2180,0,1,1,1.0,1,Ariel,0,1,1,1,1,1,1,0,0,0,2000,6,1,1,0,112180,owner2180
2181,0,1,1,1.0,1,Jerusalem,0,1,1,1,1,1,1,1,0,0,2000,6,1,1,0,112181,owner2181
2182,0,1,1,1.0,1,Ariel,FR,1,0,0,0,0,0,0,0,0,1500,6,1,1,0,112182,owner2182
2183,1,1,1,1.5,1,Ariel,0,1,1,1,1,1,1,0,0,1,2200,6,1,1,0,112183,owner2183
2184,0,0,2,1.0,0,North,EN,1,1,1,1,0,0,0,1,0,2400,6,0,1,0,112184,owner2184
2185,1,1,1,1.0,1,Ariel,AM,1,1,1,1,1,1,0,0,0,2000,6,1,1,0,112185,owner2185
2186,0,1,1,1.0,1,Tel Aviv,0,1,1,1,1,1,1,0,0,0,2000,6,1,1,0,112186,owner2186
2187,0,1,1,1.0,1,Ariel,FR,1,0,0,1,0,0,0,0,0,1500,6,1,1,0,112187,owner2187
2188,0,1,1,1.0,1,Tel Aviv,0,1,1,1,1,1,1,0,0,0,2000,6,1,1,0,112188,owner2188
2189,1,1,1,1.0,1,Tel Aviv,0,1,0,1,0,1,1,0,0,0,2000,6,1,1,0,112189,owner2189
2190,0,1,1,1.0,1,Tel Aviv,FR,1,1,1,1,1,1,0,0,0,2000,6,1,1,0,112190,owner2190
2191,0,1,1,1.0,1,Jerusalem,FR,1,1,1,1,1,1,0,0,0,2000,6,1,1,0,112191,owner2191
2192,0,1,1,1.0,0,Yehuda And Shomron,0,1,1,1,1,0,0,0,0,0,1200,6,1,1,0,112192,owner2192
2193,0,0,1,1.0,0,Yehuda And Shomron,EN,1,1,0,0,0,1,1,1,0,2000,6,1,1,0,112193,owner2193
2194,1,1,1,1.0,1,Ariel,0,1,1,1,1,1,1,1,0,0,2000,6,1,1,0,112194,owner2194
2195,1,1,1,1.0,1,Ariel,0,1,1,1,1,0,0,0,0,1,1500,6,1,1,0,112195,owner2195
2196,1,1,1,1.0,0,Yehuda And Shomron,0,1,1,1,1,0,0,0,0,1,1200,6,1,1,0,112196,owner2196
2197,0,1,1,1.0,1,Ariel,0,1,1,1,0,1,1,0,0,0,2000,6,1,1,0,112197,owner2197
2198,0,1,1,1.0,1,Ariel,FR,1,1,1,1,0,0,0,0,0,1500,6,1,1,0,112198,owner2198
2199,0,1,1,1.0,1,Jerusalem,FR,1,1,1,1,0,0,0,0,0,1500,6,1,1,0,112199,owner2199
2200,0,1,1,1.5,1,Ariel,0,1,1,1,1,0,0,0,0,0,1750,6,1,1,0,112200,owner2200
2201,1,1,2,1.0,0,Otef Azza,AM,1,1,1,1,1,1,1,0,0,4000,6,0,1,0,112201,owner2201
2202,1,1,1,1.0,1,Tel Aviv,AM,1,1,1,1,1,1,0,0,0,2000,6,1,1,0,112202,owner2202
2203,0,1,1,1.0,1,Jerusalem,FR,1,1,1,1,0,0,0,0,0,1500,6,1,1,0,112203,owner2203
2204,0,1,1,1.0,1,Ariel,0,1,1,1,1,0,0,0,0,0,1500,6,1,1,0,112204,owner2204
2205,1,1,1,1.0,0,South,AM,1,1,1,1,1,1,1,0,0,2000,6,0,1,0,112205,owner2205
2206,0,0,1,1.0,0,Yehuda And Shomron,EN,1,0,1,1,0,1,1,1,0,2000,6,1,1,0,112206,owner2206
2207,1,1,1,1.0,1,Ariel,FR,1,1,1,1,1,1,0,0,0,2000,6,1,1,0,112207,owner2207
2208,0,1,1,1.0,1,Ariel,FR,1,1,1,1,0,0,0,0,0,1500,6,1,1,0,112208,owner2208
2209,0,1,1,1.0,1,Merkaz,FR,1,1,1,1,1,1,0,0,0,2000,6,1,1,0,112209,owner2209
2210,0,1,1,1.0,1,Merkaz,FR,1,1,1,1,1,1,0,0,0,2000,6,1,1,0,112210,owner2210
2211,1,0,1,1.0,0,North,EN,1,1,1,0,0,0,0,1,0,1200,6,0,1,0,112211,owner2211
2212,0,1,1,1.0,1,Ariel,0,1,1,1,0,1,1,0,0,0,2000,6,1,1,0,112212,owner2212
2213,0,0,1,1.0,0,South,EN,1,1,1,0,0,1,0,1,1,2000,6,0,1,0,112213,owner2213
2214,0,1,1,1.0,0,North,0,1,1,1,0,0,0,0,0,0,1200,6,0,1,0,112214,owner2214
2215,0,1,1,1.0,1,Jerusalem,FR,1,1,1,1,1,1,0,0,0,2000,6,1,1,0,112215,owner2215
2216,1,0,1,1.0,0,North,EN,1,1,1,1,0,1,1,1,0,2000,6,0,1,0,112216,owner2216
2217,0,1,1,1.0,1,Ariel,FR,1,1,1,1,0,0,0,0,0,1500,6,1,1,0,112217,owner2217
2218,1,1,1,1.0,1,Jerusalem,AM,1,0,1,0,0,0,0,0,0,1500,6,1,1,0,112218,owner2218
2219,0,1,1,1.0,1,Ariel,AM,1,1,1,1,1,1,0,0,0,2000,6,1,1,0,112219,owner2219
2220,0,1,1,1.5,1,Ariel,0,1,1,1,1,1,1,1,0,0,2200,6,1,1,0,112220,owner2220
2221,0,1,1,1.0,1,Tel Aviv,0,1,1,1,1,1,1,0,0,0,2000,6,1,1,0,112221,owner2221
2222,0,0,2,1.0,0,North,EN,1,1,0,0,0,0,0,1,0,2400,6,0,1,0,112222,owner2222
2223,1,1,1,1.0,1,Ariel,0,1,1,1,1,0,0,0,0,0,1500,6,1,1,0,112223,owner2223
2224,0,1,1,1.0,1,Ariel,FR,1,1,1,1,1,1,0,0,0,2000,6,1,1,0,112224,owner2224
2225,0,1,2,1.0,1,Merkaz,FR,1,1,1,1,1,1,0,0,0,3500,6,1,1,0,112225,owner2225
2226,1,1,1,1.0,1,Ariel,FR,1,1,1,0,0,0,0,0,1,1500,6,1,1,0,112226,owner2226
2227,0,1,2,1.0,1,Ariel,0,1,1,1,1,0,0,0,0,0,3000,6,1,1,0,112227,owner2227
2228,0,0,2,1.0,0,Yehuda And Shomron,EN,1,1,1,1,0,0,0,1,0,2400,6,1,1,0,112228,owner2228
2229,1,1,1,1.0,0,North,0,1,0,1,0,1,1,0,0,0,2000,6,0,1,0,112229,owner2229
2230,0,1,1,1.0,1,Tel Aviv,0,1,1,1,1,1,1,1,0,0,2000,6,1,1,0,112230,owner2230
2231,1,1,1,1.0,1,Ariel,FR,1,1,1,1,1,1,1,0,0,2000,6,1,1,0,112231,owner2231
2232,1,1,1,1.0,1,Ariel,AM,1,1,1,1,1,1,0,0,0,2000,6,1,1,0,112232,owner2232
2233,0,1,2,1.0,1,Merkaz,FR,1,1,1,1,0,0,0,0,1,3000,6,1,1,0,112233,owner2233
2234,0,1,4,1.0,1,Ariel,0,1,0,1,1,1,1,0,0,0,12000,6,1,1,0,112234,owner2234
2235,0,1,4,1.0,1,Merkaz,0,1,0,1,1,1,1,0,0,0,12000,6,1,1,0,112235,owner2235
2236,0,1,4,1.0,1,Tel Aviv,FR,1,1,1,1,1,1,0,0,0,12000,6,1,1,0,112236,owner2236
2237,0,1,4,1.0,1,Jerusalem,0,1,1,1,1,1,1,0,0,0,12000,6,1,1,0,112237,owner2237
2238,0,1,4,1.0,1,Ariel,0,1,1,1,0,0,0,0,0,0,6000,6,1,1,0,112238,owner2238
2239,0,0,1,1.0,0,North,EN,1,1,1,1,0,1,1,1,0,2000,6,0,1,0,112239,owner2239
2240,0,0,1,1.0,0,North,EN,1,1,1,1,0,1,1,1,0,2000,6,0,1,0,112240,owner2240
2241,0,0,2,1.0,0,North,EN,1,1,1,1,0,1,1,1,0,3000,6,0,1,0,112241,owner2241
2242,0,1,3,1.0,0,South,FR,1,1,1,1,1,1,0,0,0,6000,6,0,1,0,112242,owner2242
2243,0,1,4,1.0,1,Jerusalem,FR,1,0,0,0,0,0,0,0,0,6000,6,1,1,0,112243,owner2243
2244,0,1,4,1.0,1,Beer Sheba,0,1,1,1,1,1,1,0,0,0,12000,6,1,1,0,112244,owner2244
2245,0,1,4,1.0,1,Beer Sheba,0,1,1,1,1,1,1,0,0,0,12000,6,1,1,0,112245,owner2245
2246,0,0,3,1.0,0,North,EN,1,1,1,1,0,1,1,1,0,4500,6,0,1,0,112246,owner2246
2247,0,0,3,1.0,0,North,EN,1,1,1,1,0,1,1,1,0,4500,6,0,1,0,112247,owner2247
2248,0,0,3,1.0,0,North,EN,1,1,1,1,0,1,1,1,0,4500,6,0,1,1,112248,owner2248
2249,0,1,2,1.0,1,Tel Aviv,0,1,1,1,0,1,1,0,0,0,2500,6,1,1,1,112249,owner2249
2250,1,1,2,1.0,1,Tel Aviv,0,1,0,1,1,1,1,0,0,0,2500,6,1,1,1,112250,owner2250
2251,0,1,4,1.0,1,Tel Aviv,0,1,1,0,1,0,0,0,0,0,6000,6,1,1,1,112251,owner2251
2252,1,1,4,1.0,1,Merkaz,AM,1,0,1,1,0,0,0,0,0,6000,6,1,1,1,112252,owner2252
2253,0,1,4,1.0,1,Tel Aviv,FR,1,1,1,1,1,1,0,0,0,12000,6,1,1,1,112253,owner2253
2254,0,1,4,1.0,1,Ariel,FR,1,1,1,0,0,0,0,0,0,6000,6,1,1,1,112254,owner2254
2255,0,0,2,1.0,0,North,EN,1,1,1,0,0,0,0,1,0,2400,6,0,1,1,112255,owner2255
2256,1,0,1,1.0,0,North,EN,1,1,1,1,0,1,1,1,0,2000,6,0,1,1,112256,owner2256
2257,0,1,2,1.0,1,Tel Aviv,0,1,1,1,1,0,0,0,0,0,3000,6,1,1,1,112257,owner2257
2258,0,1,4,1.0,1,Merkaz,0,1,1,1,1,0,0,0,0,0,6000,6,1,1,1,112258,owner2258
2259,0,1,2,1.0,1,Merkaz,AM,1,1,1,0,1,1,0,0,0,3500,6,1,1,1,112259,owner2259
2260,0,1,4,1.0,1,Ariel,FR,1,1,1,0,0,0,0,0,0,6000,6,1,1,1,112260,owner2260
2261,0,1,3,1.0,1,Merkaz,0,1,1,1,0,1,1,1,0,0,5250,6,1,1,1,112261,owner2261
2262,1,0,2,1.0,1,Haifa,EN,1,1,1,0,1,0,0,1,0,3000,6,1,1,1,112262,owner2262
2263,0,0,1,1.0,1,Ariel,EN,1,1,1,1,0,1,1,1,0,2000,6,1,1,1,112263,owner2263
2264,0,0,2,1.0,0,Yehuda And Shomron,EN,1,1,1,1,0,0,0,1,0,2400,6,1,1,1,112264,owner2264
2265,1,0,2,1.0,0,North,EN,1,1,1,1,0,0,0,1,0,2400,6,0,1,1,112265,owner2265
2266,0,1,4,1.0,0,South,0,1,1,1,0,0,0,1,0,0,4800,6,0,1,1,112266,owner2266
2267,0,1,4,1.0,1,Merkaz,AM,1,1,1,1,0,0,0,0,0,6000,6,1,1,1,112267,owner2267
2268,0,1,4,1.0,1,Tel Aviv,0,1,0,1,0,0,0,0,0,0,6000,6,1,1,1,112268,owner2268
2269,1,0,1,1.0,1,Haifa,EN,1,1,1,1,0,0,0,1,0,1500,6,1,1,1,112269,owner2269
2270,0,0,1,1.0,0,Yehuda And Shomron,EN,1,1,1,0,0,1,1,1,0,2000,6,1,1,1,112270,owner2270
2271,0,1,4,1.0,1,Tel Aviv,FR,1,1,1,0,1,1,1,0,1,12000,6,1,1,1,112271,owner2271
2272,0,1,2,1.0,1,Tel Aviv,0,1,1,1,1,1,1,1,0,0,2500,6,1,1,1,112272,owner2272
2273,0,1,4,1.0,1,Beer Sheba,0,1,1,1,1,1,1,1,0,0,12000,6,1,1,1,112273,owner2273
2274,1,0,1,1.0,1,Ariel,EN,1,1,1,1,0,1,1,1,0,2000,6,1,1,1,112274,owner2274
2275,0,1,4,1.0,1,Tel Aviv,0,1,1,1,1,1,1,0,0,0,12000,6,1,1,1,112275,owner2275
2276,0,1,4,1.0,1,Merkaz,0,1,1,1,1,0,0,0,0,0,6000,6,1,1,1,112276,owner2276
2277,0,1,4,1.0,1,Tel Aviv,0,1,1,1,0,1,1,0,0,0,12000,6,1,1,1,112277,owner2277
2278,0,1,2,1.0,1,Ariel,0,1,1,1,1,0,0,0,0,0,3000,6,1,1,0,112278,owner2278
2279,0,1,4,1.0,1,Merkaz,0,1,1,1,0,1,1,0,0,0,12000,6,1,1,0,112279,owner2279
2280,1,1,4,1.0,1,Tel Aviv,FR,1,1,1,1,0,0,0,0,0,6000,6,1,1,0,112280,owner2280
2281,0,1,4,1.0,1,Merkaz,FR,1,1,1,1,1,1,0,0,0,12000,6,1,1,0,112281,owner2281
2282,1,1,4,1.0,1,Merkaz,FR,1,1,1,1,1,1,0,0,0,12000,6,1,1,0,112282,owner2282
2283,1,1,4,1.0,1,Tel Aviv,FR,1,1,1,1,1,1,0,0,0,12000,6,1,1,0,112283,owner2283
2284,1,1,2,1.0,1,Tel Aviv,FR,1,1,1,1,0,0,1,0,0,3000,6,1,1,0,112284,owner2284
2285,0,1,2,1.0,1,Tel Aviv,0,1,1,1,1,1,1,0,0,1,2500,6,1,1,0,112285,owner2285
2286,0,1,4,1.0,1,Tel Aviv,FR,1,0,1,1,1,1,1,0,0,12000,6,1,1,0,112286,owner2286
2287,0,1,4,1.0,0,South,FR,1,1,1,1,1,1,0,0,0,12000,6,0,1,0,112287,owner2287
2288,0,1,4,1.0,1,Ariel,AM,1,0,1,1,1,1,0,0,0,12000,6,1,1,0,112288,owner2288
2289,0,1,4,1.0,1,Jerusalem,AM,1,1,1,0,1,1,0,0,0,12000,6,1,1,0,112289,owner2289
2290,0,1,4,1.0,1,Jerusalem,FR,1,1,1,1,1,1,0,0,0,12000,6,1,1,0,112290,owner2290
2291,0,1,4,1.0,1,Ariel,FR,1,1,1,1,0,0,0,0,0,6000,6,1,1,0,112291,owner2291
2292,0,0,1,1.0,0,Yehuda And Shomron,EN,1,1,1,1,0,0,0,1,0,1200,6,1,1,0,112292,owner2292
2293,0,1,4,1.0,1,Tel Aviv,0,1,1,1,0,1,1,0,0,0,12000,6,1,1,0,112293,owner2293
2294,0,1,2,1.0,1,Ariel,0,1,1,1,0,0,0,0,0,0,3000,6,1,1,0,112294,owner2294
